State,Crop Type,Rainfall,Temperature,Soil Type,Fertilizer Usage,Area,Yield
Rajasthan,Cotton,899.6,28.5,Clay,72.0,4.1,4.66
Andhra Pradesh,Wheat,927.5,27.3,,116.9,6.35,6.02
Karnataka,Rice,638.8,22.1,Loamy,119.6,2.86,5.82
Bihar,Cotton,926.6,27.2,Sandy,104.6,4.55,3.34
Andhra Pradesh,Sugarcane,1027.8,23.6,Peaty,227.8,4.29,7.33
West Bengal,Maize,981.9,20.3,Clay,103.5,2.5,5.19
Andhra Pradesh,Cotton,1042.6,29.7,Loamy,138.0,1.94,4.88
Andhra Pradesh,Cotton,1253.2,30.1,Clay,89.3,3.34,4.31
West Bengal,Rice,1134.2,30.7,Sandy,141.1,4.76,5.47
Bihar,Rice,917.8,23.0,Loamy,154.8,2.99,6.27
Uttar Pradesh,Maize,607.1,31.9,Peaty,96.5,3.84,5.07
Andhra Pradesh,Wheat,750.0,23.5,Silt,117.8,0.73,4.7
Bihar,Sugarcane,845.1,29.3,Clay,84.2,3.76,6.34
Bihar,Sugarcane,963.1,23.4,Peaty,74.2,6.55,6.86
Tamil Nadu,Maize,780.4,24.9,Clay,161.5,5.91,6.09
Rajasthan,Maize,666.1,13.9,Loamy,97.8,4.33,3.79
Maharashtra,Maize,603.0,24.5,Peaty,23.5,4.99,5.79
Gujarat,Sugarcane,487.2,,Peaty,190.6,2.84,6.06
Andhra Pradesh,Soybean,841.3,23.9,Clay,87.9,7.75,4.64
Punjab,Wheat,532.6,34.8,Sandy,110.1,8.64,3.98
Gujarat,Maize,649.9,20.2,Loamy,185.6,4.83,5.52
Punjab,Wheat,801.5,23.2,Silt,,9.68,4.79
Rajasthan,Cotton,566.0,21.5,Silt,113.5,3.14,3.87
Uttar Pradesh,Rice,994.9,23.2,Silt,70.9,2.0,5.68
Maharashtra,Maize,1085.1,31.2,Sandy,54.6,3.08,4.47
Andhra Pradesh,Cotton,762.6,33.4,Silt,113.3,4.06,3.17
Gujarat,Maize,790.7,22.5,Sandy,134.5,9.12,5.21
Uttar Pradesh,Maize,1034.4,22.4,Peaty,132.2,3.94,5.56
Punjab,Soybean,721.5,20.2,Loamy,100.7,2.78,5.34
Rajasthan,Soybean,704.3,32.5,Sandy,120.8,2.7,3.28
Maharashtra,Wheat,1199.1,31.6,Sandy,46.5,6.78,4.31
Bihar,Maize,1121.0,25.5,Sandy,138.4,6.49,5.21
Uttar Pradesh,Soybean,1050.4,19.0,Loamy,126.5,3.53,5.37
Tamil Nadu,Cotton,1131.4,19.5,Clay,198.9,0.75,3.34
West Bengal,Rice,405.7,26.9,Peaty,120.3,2.24,5.72
Uttar Pradesh,Sugarcane,1238.5,28.7,,82.3,7.94,7.47
Gujarat,Rice,998.0,15.7,Silt,118.0,5.88,4.76
Gujarat,Wheat,1152.7,24.4,Silt,106.9,4.63,4.96
Gujarat,Sugarcane,996.8,34.1,Sandy,137.4,8.24,6.09
West Bengal,Cotton,912.2,24.9,Loamy,121.1,8.42,4.62
Punjab,Soybean,831.2,,Loamy,69.6,4.43,4.26
Maharashtra,Maize,991.8,29.2,Clay,54.6,4.46,5.89
West Bengal,Soybean,822.1,20.6,Loamy,130.5,3.34,4.77
Rajasthan,Maize,1117.0,24.5,,175.3,3.93,5.55
West Bengal,Soybean,503.4,25.4,Loamy,123.2,1.53,4.13
West Bengal,Wheat,764.6,21.2,Loamy,152.5,1.52,4.85
Andhra Pradesh,Wheat,,21.2,Peaty,160.5,1.05,5.2
Karnataka,Soybean,743.5,33.5,Silt,130.7,6.67,4.01
Tamil Nadu,Soybean,840.3,21.1,Loamy,87.4,1.38,4.58
Uttar Pradesh,Pulses,679.4,31.4,Silt,127.8,8.4,4.33
Bihar,Maize,984.0,23.8,Loamy,168.3,3.04,5.85
Karnataka,Wheat,715.9,25.9,Sandy,141.2,7.97,4.35
Punjab,Pulses,853.6,28.8,Loamy,149.9,3.77,4.65
Tamil Nadu,Sugarcane,1112.2,23.0,Loamy,101.5,1.37,7.48
Bihar,Rice,725.3,28.8,Loamy,111.9,7.07,6.3
Rajasthan,Soybean,1097.2,15.8,Sandy,115.3,7.3,3.66
Gujarat,Pulses,1105.6,28.2,Sandy,117.9,2.69,3.77
Gujarat,Rice,1163.7,13.7,Clay,166.7,3.84,4.92
Punjab,Soybean,935.1,24.9,Silt,26.1,2.69,3.5
Maharashtra,Soybean,1710.3,30.3,Silt,121.2,4.26,5.23
Rajasthan,Cotton,1163.6,29.1,Silt,116.8,4.72,4.62
Karnataka,Sugarcane,981.2,19.5,Sandy,65.1,3.8,6.54
Uttar Pradesh,Rice,681.0,20.2,Sandy,146.9,0.86,4.52
Andhra Pradesh,Pulses,875.7,22.6,Sandy,91.0,3.34,3.5
Uttar Pradesh,Pulses,1256.6,,Clay,105.7,5.91,4.57
Andhra Pradesh,Pulses,1327.4,15.8,Sandy,194.0,4.08,3.26
Tamil Nadu,Soybean,1269.6,25.9,Loamy,160.4,3.85,5.39
Karnataka,Wheat,1096.3,27.6,Peaty,143.0,2.64,5.33
Karnataka,Maize,586.1,24.6,Clay,135.2,3.28,5.28
Andhra Pradesh,Cotton,1021.8,28.6,Silt,113.4,7.32,4.66
Tamil Nadu,Pulses,589.6,27.1,Peaty,200.0,2.22,4.36
Bihar,Cotton,528.1,23.3,,,5.94,3.4
Rajasthan,Cotton,959.8,16.3,Peaty,90.0,4.59,3.74
Tamil Nadu,Rice,1030.8,26.7,Sandy,64.0,4.99,5.4
Uttar Pradesh,Soybean,1125.8,21.2,Loamy,142.7,3.04,4.81
Tamil Nadu,Maize,1024.3,23.1,Loamy,117.8,3.8,5.29
Karnataka,Wheat,1032.9,28.4,Loamy,62.8,4.49,5.32
Tamil Nadu,Pulses,653.8,33.1,Peaty,137.1,3.46,3.6
Uttar Pradesh,Rice,873.8,25.8,Sandy,109.2,5.16,5.5
Karnataka,Wheat,523.2,28.8,Clay,141.2,5.41,4.79
Bihar,Wheat,,18.8,Sandy,137.7,8.85,4.3
Uttar Pradesh,Cotton,1085.2,27.2,Clay,95.7,5.06,4.95
Bihar,Wheat,711.7,25.7,Peaty,145.3,0.68,4.65
Punjab,Soybean,1118.1,32.1,Peaty,,6.83,4.34
Gujarat,Cotton,1177.1,23.3,Loamy,102.7,4.09,4.76
Bihar,Maize,745.2,24.8,Silt,98.7,8.52,6.21
Tamil Nadu,Wheat,1047.6,,Clay,165.2,7.44,4.74
Bihar,Cotton,734.7,25.5,Loamy,108.8,3.49,4.63
Rajasthan,Rice,438.5,,Peaty,174.9,5.94,6.24
Rajasthan,Pulses,930.8,38.8,Loamy,191.3,3.31,1.75
Andhra Pradesh,Maize,782.3,20.6,Clay,90.5,4.51,5.35
Bihar,Cotton,790.0,25.7,Loamy,,5.85,4.51
Tamil Nadu,Wheat,1393.8,27.7,Sandy,161.8,6.73,5.11
Punjab,Wheat,518.5,27.3,Sandy,106.3,6.29,4.16
Bihar,Rice,995.7,25.1,Clay,85.4,4.65,5.87
West Bengal,Wheat,651.3,25.1,Loamy,96.5,9.47,5.4
Gujarat,Soybean,1127.1,24.8,Loamy,103.4,3.77,5.04
Andhra Pradesh,Pulses,974.6,20.4,Peaty,171.9,1.29,3.77
West Bengal,Pulses,994.8,36.8,Peaty,126.4,1.67,2.66
Andhra Pradesh,Rice,663.8,24.9,Peaty,171.3,7.45,6.74
Punjab,Soybean,708.6,29.0,Sandy,139.8,4.35,3.52
West Bengal,Cotton,1131.8,24.3,Sandy,107.6,4.82,3.43
Punjab,Wheat,1342.7,24.2,Silt,104.4,3.41,5.72
Punjab,Wheat,1020.1,23.7,Silt,142.5,3.59,5.03
Karnataka,Cotton,675.6,18.3,Sandy,152.8,2.93,2.98
Bihar,Maize,984.7,25.2,Clay,159.9,5.44,5.71
Punjab,Wheat,1506.9,24.0,Sandy,109.5,4.31,5.18
Uttar Pradesh,Pulses,925.6,31.9,Loamy,127.0,5.37,3.89
Andhra Pradesh,Soybean,1265.5,20.0,Loamy,143.4,5.18,5.37
Uttar Pradesh,Cotton,714.9,23.1,Silt,104.6,3.65,3.63
Maharashtra,Pulses,889.5,21.5,Peaty,74.6,1.58,3.73
Punjab,Pulses,1054.9,33.2,Loamy,87.7,1.41,2.76
Bihar,Pulses,999.3,21.7,Loamy,110.4,10.55,5.19
Rajasthan,Rice,708.4,28.8,Loamy,146.5,7.46,6.23
Bihar,Pulses,697.6,30.9,Silt,170.4,7.18,4.03
Gujarat,Cotton,1147.1,25.3,Clay,65.8,3.15,4.49
Tamil Nadu,Soybean,1197.9,19.1,Clay,96.1,4.52,4.8
Andhra Pradesh,Pulses,1278.0,19.2,Loamy,105.7,2.87,4.26
Maharashtra,Rice,1351.0,30.3,Peaty,151.8,1.88,6.28
Punjab,Cotton,,19.7,Sandy,98.9,3.32,3.12
Bihar,Wheat,822.2,28.0,Silt,102.8,7.15,4.64
Gujarat,Rice,1237.7,26.6,,63.5,6.18,6.17
Karnataka,Maize,1078.3,27.9,Loamy,139.3,2.56,5.53
Rajasthan,Soybean,654.4,28.4,Peaty,113.5,3.87,5.07
West Bengal,Pulses,641.6,21.3,Sandy,93.8,6.0,3.49
Uttar Pradesh,Maize,1023.0,21.1,Silt,109.6,3.36,5.04
Bihar,Maize,855.7,29.6,Clay,165.1,4.66,5.28
Andhra Pradesh,Cotton,893.4,22.9,Peaty,79.8,5.3,4.52
Andhra Pradesh,Pulses,1168.1,12.2,Peaty,86.3,5.28,2.92
Punjab,Pulses,1089.8,29.2,Sandy,170.1,5.01,3.83
Bihar,Rice,1232.5,20.8,Loamy,123.0,3.19,6.37
Gujarat,Rice,417.1,28.3,Peaty,146.8,3.4,5.2
Uttar Pradesh,Sugarcane,963.3,33.0,Peaty,136.1,2.23,5.63
Uttar Pradesh,Maize,1073.7,26.1,Sandy,118.6,1.38,4.73
Uttar Pradesh,Rice,518.4,,Sandy,106.1,4.27,5.03
Gujarat,Wheat,736.3,26.8,Clay,153.3,6.13,5.02
Rajasthan,Maize,689.9,33.9,Loamy,166.5,1.74,5.11
Rajasthan,Maize,905.4,20.7,Peaty,163.4,5.05,5.65
Bihar,Cotton,1307.0,,Sandy,72.6,6.07,4.67
Punjab,Rice,1405.6,29.4,Clay,172.2,0.83,6.35
Punjab,Soybean,696.4,25.0,Silt,105.7,3.96,4.78
Karnataka,Sugarcane,1031.6,31.8,Loamy,89.8,7.79,6.65
Tamil Nadu,Cotton,1039.7,23.8,Loamy,113.2,5.6,4.83
Rajasthan,Rice,,36.3,Clay,153.2,0.76,4.9
Punjab,Cotton,999.7,36.6,Sandy,141.6,5.82,2.81
Tamil Nadu,Sugarcane,975.9,27.4,Clay,109.8,3.0,7.0
Tamil Nadu,Maize,1321.9,28.8,Loamy,153.5,5.88,5.72
Punjab,Rice,1175.6,32.0,Clay,125.6,3.12,6.36
Gujarat,Cotton,635.0,20.1,Clay,97.1,4.39,3.56
Tamil Nadu,Maize,1098.9,19.4,Sandy,91.7,3.42,4.06
Tamil Nadu,Maize,1123.1,32.3,Sandy,136.4,4.51,4.61
West Bengal,Maize,978.7,27.4,Peaty,116.7,3.37,4.8
Bihar,Maize,1182.9,24.9,Peaty,65.0,4.05,5.45
Maharashtra,Soybean,947.0,26.1,Clay,153.9,2.15,5.5
West Bengal,Cotton,,14.1,,100.8,5.48,3.3
Punjab,Cotton,930.3,25.0,Sandy,183.7,4.85,3.49
West Bengal,Sugarcane,395.4,22.2,Loamy,63.9,1.27,6.3
Andhra Pradesh,Maize,879.9,30.6,Clay,112.8,6.49,5.04
Andhra Pradesh,Wheat,732.9,31.0,Silt,92.0,4.15,4.78
Tamil Nadu,Soybean,603.4,28.9,Peaty,81.0,4.82,4.19
Karnataka,Wheat,1258.5,28.0,Clay,100.5,6.03,5.53
Punjab,Sugarcane,1026.1,18.5,Loamy,190.8,5.16,6.67
Maharashtra,Rice,892.5,29.0,Loamy,125.7,6.83,7.27
Maharashtra,Rice,758.8,29.1,Loamy,88.3,3.91,6.13
West Bengal,Wheat,974.0,32.2,Silt,46.9,6.57,4.5
Andhra Pradesh,Pulses,1147.9,36.6,Sandy,51.1,4.75,2.26
Tamil Nadu,Cotton,693.3,17.5,Sandy,98.5,5.52,2.96
Uttar Pradesh,Maize,898.8,24.1,Silt,,5.31,5.19
Rajasthan,Soybean,1117.0,22.3,Peaty,111.0,6.98,4.94
Karnataka,Wheat,416.0,26.9,Silt,29.1,5.94,5.03
Bihar,Cotton,885.6,26.1,Loamy,116.3,3.61,4.35
Rajasthan,Cotton,792.7,24.8,Sandy,161.1,3.22,2.96
Maharashtra,Cotton,866.5,31.1,Peaty,184.9,4.4,3.81
Bihar,Wheat,774.6,20.5,Silt,44.2,2.98,4.74
Karnataka,Pulses,934.4,20.8,Clay,87.9,2.4,3.66
West Bengal,Rice,1380.9,20.9,Clay,85.8,0.5,5.7
Gujarat,Sugarcane,819.0,24.2,Peaty,125.8,1.4,7.18
Bihar,Soybean,972.9,19.9,Loamy,71.2,8.47,4.73
Rajasthan,Maize,1398.7,25.8,Sandy,187.3,3.19,5.66
Bihar,Wheat,762.5,25.2,Loamy,121.7,8.31,5.36
West Bengal,Maize,1353.7,22.1,Peaty,115.1,5.31,6.3
Uttar Pradesh,Soybean,901.3,30.4,Loamy,183.7,4.4,4.7
West Bengal,Pulses,1345.5,25.7,Loamy,119.4,1.5,4.43
West Bengal,Pulses,1087.6,31.3,Clay,136.0,4.51,4.22
Gujarat,Rice,976.8,25.0,Clay,90.0,8.28,6.57
Gujarat,Sugarcane,883.6,25.9,Sandy,,7.62,6.46
Karnataka,Rice,744.0,23.2,Clay,95.6,5.05,5.72
Maharashtra,Sugarcane,918.9,26.0,Clay,207.5,2.2,7.41
Uttar Pradesh,Maize,1124.3,29.6,Sandy,145.3,2.59,5.1
Tamil Nadu,Sugarcane,896.7,23.9,Sandy,131.0,2.79,6.17
Rajasthan,Sugarcane,820.8,28.6,Peaty,80.9,7.06,6.83
Uttar Pradesh,Pulses,837.3,21.9,Sandy,156.5,7.76,4.14
Rajasthan,Cotton,1148.1,29.8,Sandy,65.7,4.89,3.78
Karnataka,Maize,1206.3,23.1,Silt,57.3,3.89,5.42
Maharashtra,Cotton,733.2,30.3,Loamy,97.6,7.6,4.45
Punjab,Rice,732.9,26.3,Silt,198.2,2.54,5.84
Andhra Pradesh,Wheat,994.8,33.6,,195.9,4.6,4.77
Tamil Nadu,Cotton,1281.9,20.2,Clay,102.0,5.43,4.9
Rajasthan,Soybean,1186.5,18.6,Loamy,93.0,2.77,5.12
Tamil Nadu,Cotton,587.0,22.9,Clay,54.4,3.23,3.97
Punjab,Soybean,834.0,19.1,Clay,123.1,3.07,4.71
Tamil Nadu,Rice,667.3,19.1,Sandy,126.5,7.33,5.21
West Bengal,Cotton,833.1,29.1,Peaty,151.6,8.33,4.87
Punjab,Sugarcane,,26.0,Sandy,156.4,4.73,7.2
Maharashtra,Maize,544.3,23.6,Loamy,112.1,3.96,5.83
Bihar,Wheat,495.3,24.1,Clay,142.2,3.3,5.06
Tamil Nadu,Wheat,692.9,23.0,Silt,92.0,4.5,5.01
West Bengal,Pulses,971.8,34.3,Clay,141.5,3.4,3.98
Rajasthan,Sugarcane,1055.2,22.3,Sandy,99.7,4.31,6.27
Uttar Pradesh,Rice,1009.4,19.4,Silt,138.4,5.33,5.76
Uttar Pradesh,Rice,1193.9,30.0,Clay,135.1,3.69,5.93
Tamil Nadu,Wheat,459.2,24.9,Silt,122.8,4.12,4.53
Punjab,Pulses,1197.1,36.2,Clay,151.8,4.13,2.46
Andhra Pradesh,Wheat,822.0,23.4,Loamy,57.2,3.86,5.64
Andhra Pradesh,Soybean,1082.9,30.2,Clay,77.4,3.62,4.11
Gujarat,Rice,569.1,31.4,Sandy,109.2,6.02,5.01
Maharashtra,Maize,901.2,23.4,Loamy,62.3,0.96,4.82
Tamil Nadu,Rice,959.1,22.3,Peaty,103.7,7.65,6.63
Maharashtra,Soybean,1188.9,29.7,Sandy,105.0,4.77,3.99
Andhra Pradesh,Wheat,503.7,28.9,Loamy,172.4,5.72,4.73
Gujarat,Maize,907.7,18.9,Peaty,125.7,5.95,5.57
West Bengal,Rice,628.7,20.4,Peaty,161.2,3.08,5.5
West Bengal,Rice,1026.4,13.3,Loamy,132.1,2.67,4.75
Karnataka,Rice,1094.3,29.0,Loamy,98.6,2.44,6.19
Uttar Pradesh,Pulses,1221.8,24.7,Clay,125.3,4.01,4.67
Tamil Nadu,Maize,766.2,25.2,,149.2,5.9,4.8
West Bengal,Maize,1131.8,17.5,Silt,167.7,3.33,4.71
Uttar Pradesh,Maize,1240.2,20.5,Sandy,114.7,5.72,5.22
Rajasthan,Pulses,489.2,23.6,Silt,54.1,0.5,3.25
Karnataka,Maize,1053.1,22.6,Loamy,51.3,3.73,6.2
Rajasthan,Maize,1139.6,26.6,Silt,106.9,6.83,5.39
Karnataka,Maize,,28.9,Peaty,26.5,4.16,5.11
Karnataka,Maize,597.3,37.3,Sandy,191.8,2.84,3.63
Rajasthan,Wheat,1135.7,25.9,Sandy,143.9,3.19,5.45
Punjab,Sugarcane,,31.6,Clay,94.6,0.5,5.4
Punjab,Wheat,855.4,21.9,Peaty,75.6,2.48,4.68
Karnataka,Rice,890.0,17.6,Loamy,161.1,6.61,6.14
Maharashtra,Rice,1078.9,24.2,Clay,75.5,3.33,5.8
Andhra Pradesh,Maize,743.3,18.0,Loamy,79.3,3.57,4.81
Rajasthan,Soybean,728.9,26.1,Peaty,89.4,0.5,4.35
Punjab,Sugarcane,924.7,22.1,Sandy,124.6,1.24,6.6
West Bengal,Pulses,1151.6,16.2,Peaty,144.8,6.88,3.54
Punjab,Maize,1471.9,34.7,Silt,167.7,5.73,5.67
Maharashtra,Pulses,523.1,23.3,Sandy,161.8,1.91,2.92
Andhra Pradesh,Wheat,978.8,17.8,Sandy,120.0,3.24,4.21
Bihar,Cotton,628.4,30.5,Clay,160.8,4.44,4.43
Karnataka,Soybean,1154.7,22.4,Sandy,93.2,2.11,4.23
Karnataka,Cotton,665.4,31.5,Silt,47.2,0.5,2.88
Karnataka,Pulses,731.3,22.3,Peaty,93.2,4.18,4.31
Karnataka,Maize,752.7,23.3,Sandy,87.7,5.65,4.86
Tamil Nadu,Wheat,881.0,27.7,Peaty,94.7,5.68,5.48
Bihar,Soybean,980.8,29.0,Peaty,81.6,6.25,4.84
Karnataka,Wheat,1020.9,29.8,Sandy,101.6,1.39,4.47
Bihar,Soybean,898.6,25.6,Sandy,144.8,4.62,3.8
Karnataka,Soybean,567.5,28.6,Loamy,188.6,3.96,4.33
Rajasthan,Soybean,1081.9,29.7,Clay,51.0,4.33,4.0
Andhra Pradesh,Cotton,886.8,27.0,Peaty,68.5,4.08,4.33
Karnataka,Pulses,1190.4,25.3,Loamy,88.3,3.18,3.98
Andhra Pradesh,Rice,723.1,18.8,Clay,150.6,0.5,4.85
West Bengal,Cotton,499.4,29.0,Silt,,6.82,3.52
Tamil Nadu,Wheat,891.5,26.2,Clay,91.0,5.16,5.64
Gujarat,Soybean,1224.0,23.9,Peaty,148.7,1.53,4.61
Bihar,Sugarcane,940.2,32.4,Silt,158.3,5.45,6.01
Andhra Pradesh,Soybean,850.1,18.9,Loamy,119.2,3.61,4.64
Maharashtra,Soybean,682.4,34.2,Clay,87.4,3.66,4.18
Tamil Nadu,Maize,1339.4,25.9,Silt,130.8,2.96,5.65
Punjab,Wheat,642.6,27.6,Peaty,110.7,5.57,5.12
Uttar Pradesh,Pulses,718.7,24.0,Peaty,110.4,2.9,4.48
Karnataka,Cotton,1042.5,17.7,Peaty,,2.31,4.2
Gujarat,Wheat,436.0,25.3,Loamy,157.0,6.76,5.42
Maharashtra,Pulses,,27.7,,130.0,4.14,4.03
Gujarat,Pulses,,29.4,Loamy,161.4,4.21,4.58
West Bengal,Cotton,1124.8,25.0,Loamy,173.5,5.88,4.54
Bihar,Soybean,1039.5,15.0,Silt,138.4,3.16,3.47
Maharashtra,Wheat,859.7,18.3,Sandy,99.7,3.56,4.55
Punjab,Wheat,634.2,36.3,Silt,161.6,5.11,4.12
Andhra Pradesh,Rice,865.0,20.5,Peaty,138.6,1.42,5.89
Maharashtra,Sugarcane,656.2,33.1,Loamy,224.1,4.94,5.87
Maharashtra,Wheat,1021.5,21.3,Sandy,132.4,2.99,4.08
Gujarat,Wheat,1101.7,25.1,Peaty,147.9,6.21,5.44
Bihar,Sugarcane,1269.2,29.1,Sandy,131.6,5.59,6.63
Andhra Pradesh,Soybean,992.9,21.9,Sandy,116.0,5.33,3.85
Andhra Pradesh,Soybean,1131.1,,Sandy,109.6,1.29,3.21
Maharashtra,Soybean,825.7,26.4,Peaty,131.8,4.29,5.49
Andhra Pradesh,Soybean,780.4,28.3,Loamy,140.8,2.15,4.79
West Bengal,Sugarcane,1018.4,24.7,Peaty,166.2,4.43,7.38
Gujarat,Cotton,803.4,29.3,Peaty,132.4,0.5,3.48
Rajasthan,Soybean,967.3,33.9,Peaty,101.5,1.42,3.3
Rajasthan,Maize,634.7,25.3,Sandy,106.9,6.88,4.54
Maharashtra,Wheat,,34.6,Sandy,67.1,5.24,2.89
Uttar Pradesh,Soybean,1058.9,22.9,Clay,186.4,3.79,4.9
Bihar,Rice,1121.7,29.8,Clay,98.4,2.68,5.94
Gujarat,Pulses,653.6,28.4,Peaty,158.7,2.33,3.55
Gujarat,Maize,1067.7,20.7,Sandy,131.1,4.9,5.1
Bihar,Soybean,766.8,27.1,Silt,132.1,3.81,4.97
Gujarat,Wheat,904.1,26.0,Loamy,115.3,7.59,6.33
Karnataka,Sugarcane,1254.2,21.7,Silt,88.5,4.13,7.22
Tamil Nadu,Cotton,1101.9,27.8,Silt,81.3,4.62,4.21
Karnataka,Cotton,1099.0,,Peaty,,1.72,4.76
Uttar Pradesh,Rice,1377.2,25.6,Loamy,124.6,3.78,7.16
Tamil Nadu,Pulses,724.0,25.7,Sandy,165.0,4.85,2.89
West Bengal,Maize,653.5,25.5,Sandy,175.4,3.75,5.37
Bihar,Soybean,719.5,24.2,Sandy,103.6,3.53,3.79
West Bengal,Maize,836.4,26.7,Loamy,136.9,5.15,5.66
Rajasthan,Wheat,311.4,22.8,Sandy,121.8,7.53,4.2
West Bengal,Pulses,848.1,39.3,Clay,73.7,4.79,2.1
Karnataka,Rice,763.9,19.0,Silt,112.6,6.79,5.23
West Bengal,Rice,1095.9,23.1,Clay,143.5,5.74,6.2
Punjab,Pulses,988.1,23.5,Sandy,,6.67,4.0
Andhra Pradesh,Pulses,749.8,36.2,Silt,107.0,3.28,2.62
Maharashtra,Pulses,1047.5,19.4,Loamy,113.1,4.09,4.35
Bihar,Maize,1080.8,28.1,Silt,204.5,4.09,5.46
West Bengal,Soybean,707.9,27.2,Silt,46.6,5.59,4.58
Karnataka,Maize,776.7,27.7,Loamy,140.1,6.08,6.19
Gujarat,Soybean,343.7,,Loamy,109.9,4.75,4.42
Punjab,Cotton,627.3,32.1,Peaty,94.4,6.25,4.05
Maharashtra,Wheat,714.4,23.7,Clay,108.9,3.37,5.19
Andhra Pradesh,Maize,918.5,27.0,Peaty,,6.27,6.2
Uttar Pradesh,Cotton,663.7,16.7,Sandy,149.0,6.53,4.08
Uttar Pradesh,Rice,771.6,26.5,Clay,127.4,5.85,6.46
Tamil Nadu,Maize,593.7,22.0,Clay,163.7,4.77,5.26
Rajasthan,Cotton,942.8,25.1,Silt,170.8,5.93,4.14
Maharashtra,Wheat,1006.4,17.6,Loamy,152.7,2.71,4.78
Punjab,Rice,1000.6,28.0,Sandy,98.2,4.9,5.42
Punjab,Soybean,903.1,17.5,Clay,139.8,5.1,4.45
Bihar,Maize,514.7,,Loamy,140.0,1.84,5.03
Andhra Pradesh,Sugarcane,745.0,19.9,Clay,87.4,5.45,6.98
Gujarat,Cotton,798.2,21.8,Sandy,57.2,2.0,2.79
Maharashtra,Cotton,,31.8,Silt,39.1,3.64,2.84
Bihar,Maize,,28.9,Loamy,122.8,4.58,5.67
Bihar,Cotton,1256.4,31.7,Peaty,131.9,3.04,3.99
Uttar Pradesh,Soybean,1103.0,33.8,Peaty,72.7,4.67,3.82
Karnataka,Pulses,653.1,22.1,Silt,161.8,4.63,3.61
Punjab,Rice,1069.6,33.5,Peaty,126.1,2.86,5.27
Punjab,Sugarcane,1060.1,18.7,Sandy,174.0,5.64,6.34
Tamil Nadu,Pulses,698.5,29.7,Peaty,134.8,2.97,3.63
Tamil Nadu,Wheat,,,Silt,,9.08,5.23
Gujarat,Soybean,859.9,21.3,Sandy,138.3,4.28,4.09
Uttar Pradesh,Cotton,547.5,29.1,Loamy,146.8,2.16,4.37
Karnataka,Pulses,1013.8,30.7,Sandy,98.1,2.53,3.71
Uttar Pradesh,Sugarcane,954.2,30.6,Peaty,62.3,6.8,6.97
Maharashtra,Soybean,843.1,27.1,Peaty,124.0,3.68,4.88
Bihar,Rice,890.6,26.7,Sandy,,1.77,5.11
Tamil Nadu,Wheat,720.2,28.6,Clay,164.8,6.21,5.22
Andhra Pradesh,Pulses,1052.5,27.5,Silt,103.7,3.67,4.15
Tamil Nadu,Cotton,889.1,28.7,Loamy,189.0,5.81,5.15
Andhra Pradesh,Cotton,941.6,27.0,Loamy,35.0,6.37,3.87
Gujarat,Rice,989.3,30.2,Sandy,125.4,5.05,5.32
Rajasthan,Rice,611.4,17.9,Peaty,177.2,9.29,6.0
West Bengal,Soybean,676.4,25.3,Clay,84.4,1.05,4.12
Maharashtra,Maize,347.5,19.1,Sandy,113.6,2.86,3.76
Bihar,Sugarcane,1041.2,27.4,Clay,103.9,3.99,6.49
Gujarat,Maize,596.9,34.2,Sandy,92.6,9.02,4.47
Uttar Pradesh,Rice,933.1,23.6,Loamy,129.8,8.1,6.35
Tamil Nadu,Rice,992.7,26.6,Sandy,68.2,7.08,5.05
Bihar,Pulses,1050.6,29.8,Sandy,115.6,2.91,3.7
Karnataka,Pulses,599.0,15.7,Clay,140.6,3.14,3.1
Gujarat,Wheat,883.7,23.4,Clay,111.4,2.84,4.91
Bihar,Maize,1317.6,27.8,Silt,80.0,2.93,5.18
Uttar Pradesh,Cotton,1328.6,11.5,Loamy,161.2,7.49,3.41
Rajasthan,Maize,1146.8,21.1,Loamy,149.2,4.01,6.33
Bihar,Soybean,984.4,31.5,Loamy,78.4,4.28,4.03
Rajasthan,Rice,648.7,31.0,Peaty,68.2,6.05,5.13
Maharashtra,Wheat,1079.7,27.9,Clay,81.9,1.17,4.58
Andhra Pradesh,Maize,860.5,30.4,Loamy,141.8,4.61,5.56
Maharashtra,Sugarcane,1040.1,27.1,Peaty,131.0,2.31,6.87
Bihar,Rice,741.8,28.8,Loamy,151.6,3.91,6.3
Gujarat,Soybean,856.8,24.4,Clay,107.0,3.33,4.97
Uttar Pradesh,Wheat,941.0,26.6,Loamy,83.0,3.22,5.37
Tamil Nadu,Wheat,961.6,22.8,Silt,156.8,4.95,5.34
Bihar,Cotton,1023.4,32.3,Silt,97.9,4.94,3.91
Uttar Pradesh,Cotton,755.2,33.6,Silt,127.5,4.06,3.37
Punjab,Maize,564.2,32.9,Clay,58.0,5.24,4.11
Uttar Pradesh,Rice,1306.2,24.0,Clay,97.2,2.76,5.82
Tamil Nadu,Wheat,1522.3,21.2,Peaty,160.4,5.86,5.41
Karnataka,Sugarcane,1011.9,32.4,Peaty,91.3,4.09,6.56
Punjab,Maize,569.0,28.7,Loamy,152.6,3.53,5.48
Punjab,Wheat,706.7,27.6,Silt,26.8,2.91,3.88
Tamil Nadu,Maize,1027.3,22.8,Peaty,97.6,4.02,5.75
Gujarat,Pulses,1235.3,28.1,Sandy,113.1,8.24,3.76
Karnataka,Rice,596.8,20.6,Silt,189.7,4.37,5.21
